,aciklama,ilce,mahalle,fiyat,m2_brut,m2_net,oda_sayisi,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo_sayisi,balkon,esyali,kullanim_durumu,site_icerisinde,aidat,kimden,yaka
3462,presti̇j'den deni̇zköşkler'de sifir bi̇nada 1+1 düz gi̇ri̇ş dai̇re,Avcılar,Denizköşkler Mh.,4500.0,55.0,50.0,1+1,0,Giriş Katı,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3463,guzelkent deniz manzaralı eşyalı 2+1,Silivri,Selimpaşa Mh.,3000.0,75.0,70.0,2+1,11-15 arası,Çatı Katı,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,150.0,Sahibinden,Avrupa
3464,experium'dan nef 22 ataköy 2+1 ki̇ralik e-5 manzarali konut/ofi̇s,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,16500.0,109.0,71.0,2+1,5-10 arası,16,17,Merkezi (Pay Ölçer),1,Yok,Hayır,Boş,Evet,1.5,Emlak Ofisinden,Avrupa
3465,1+1 flat for rent شقة مفروشة 1+1 للإيجار السنوي منطقة كاهيتانه,Kağıthane,Harmantepe Mah.,4500.0,60.0,50.0,1+1,0,3,4,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,50.0,Emlak Ofisinden,Avrupa
3466,arnavutköyde 3yaşinda temi̇z dai̇re,Arnavutköy,Boğazköy İstiklal Mh.,4250.0,90.0,75.0,2+1,3,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3467,yeşi̇lyurt emlak'tan bahçe kullanimli 3+1 130m2 ki̇ralik dai̇re,Bakırköy,Yeşilyurt Mh.,15000.0,130.0,120.0,3+1,21-25 arası,Bahçe Katı,4,Merkezi,2,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3468,ci̇hangi̇r siraselvi̇ler caddesi̇ üzeri̇nde full eşyali şahane dai̇re,Beyoğlu,Cihangir Mah.,20000.0,100.0,80.0,2+1,21-25 arası,3,6,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3469,i̇sti̇nye kaplicalar mah.eşyali,Sarıyer,İstinye Mh.,6500.0,100.0,85.0,2+1,26-30 arası,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Evet,Kiracılı,Hayır,,Emlak Ofisinden,Avrupa
3470,büyükdere'den kîralik dai̇re 1999 yapimi,Esenler,Havaalanı Mh.,5000.0,120.0,110.0,3+1,21-25 arası,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3471,çarşıda maramaray 1 dk eşyalı faturalar dahil sıfır bayana oda,Bakırköy,Yenimahalle Mah.,2100.0,22.0,17.0,Stüdyo (1+0),5-10 arası,4,5,Merkezi,1,Yok,Evet,Boş,Hayır,,Sahibinden,Avrupa
3472,fati̇h i̇skenderpaşa mahallesi̇ hi̇stori̇a avm yani sifir ki̇ralik 3+1,Fatih,İskenderpaşa Mh.,15000.0,120.0,110.0,3+1,0,3,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,100.0,Emlak Ofisinden,Avrupa
3473,erpay i̇nşaattan 2+1 75 m2 !(sadece memura)! ki̇ralik dai̇re,Sultangazi,İsmetpaşa Mh.,4000.0,80.0,75.0,2+1,16-20 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3474,58 bulvar defacto yan sokağında dublex daire,Zeytinburnu,Nuripaşa Mh.,8000.0,150.0,150.0,2+2,21-25 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,50.0,Emlak Ofisinden,Avrupa
3475,başakşehir onurken de 3+1 kiralık daire,Başakşehir,Başakşehir Mh.,7500.0,138.0,130.0,3+1,11-15 arası,6,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3476,sahi̇bi̇nden 2+1 kiralık daire,Kağıthane,Hamidiye Mah.,8750.0,100.0,75.0,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3477,gamer den temi̇z dai̇re,Şişli,Gülbahar Mh.,5500.0,85.0,75.0,2+1,16-20 arası,7,9,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,60.0,Emlak Ofisinden,Avrupa
3478,bosphorus ci̇ty de ki̇ralik eşyali 2+1 full manzarali dai̇re güncel,Küçükçekmece,Atakent Mah.,12500.0,128.0,105.0,2+1,5-10 arası,12,18,Merkezi (Pay Ölçer),1,Yok,Evet,Boş,Hayır,550.0,Emlak Ofisinden,Avrupa
3479,i̇lk gelen tutar .memura verilir,Arnavutköy,Anadolu Mah.,3300.0,90.0,85.0,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,100.0,Emlak Ofisinden,Avrupa
3480,eki̇p gayri̇menkulden ki̇ptaş ki̇ralik 3+1 dai̇re,Bayrampaşa,İsmet Paşa Mh.,8000.0,90.0,80.0,3+1,0,5,11,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3481,yorum i̇stanbul evleri̇ full eşyali ki̇ralik 4+1 dai̇re,Bayrampaşa,Kocatepe Mah.,20000.0,145.0,130.0,4+1,5-10 arası,3,14,Merkezi (Pay Ölçer),2,Var,Evet,Boş,Evet,,Emlak Ofisinden,Avrupa
3482,"galata kulesi̇ i̇le komşu, yüksek tavanli, 120m2, masrafsiz",Beyoğlu,Bereketzade Mah.,18000.0,150.0,120.0,2.5+1,31 ve üzeri,2,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,70.0,Emlak Ofisinden,Avrupa
3483,ev arkadaşı aranıyor(açıklamayı oku),Arnavutköy,Anadolu Mah.,1700.0,120.0,100.0,2+1,4,1,4,Doğalgaz (Kombi),2,Var,Evet,Kiracılı,Hayır,,Sahibinden,Avrupa
3484,kahveci̇ oğullari emlak'tan ki̇ralik 2+1 90m2 merkezi̇ konumda,Bayrampaşa,Yenidoğan Mh.,4500.0,95.0,90.0,2.5+1,31 ve üzeri,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3485,asya emlaktan merkez mh 2+1 dare.1 temmuzda bosalacak,Güngören,Merkez Mah.,5000.0,95.0,85.0,2+1,26-30 arası,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Kiracılı,Hayır,,Emlak Ofisinden,Avrupa
3486,arnavutköy kiralık daire,Arnavutköy,Anadolu Mah.,5500.0,100.0,100.0,2+1,1,2,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,40.0,Emlak Ofisinden,Avrupa
3487,enver gayri̇menkulden dörtyaka projesi̇n den 3+1 120 m2,Esenler,Menderes Mah.,16000.0,130.0,120.0,3+1,0,8,15,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3488,fevzi̇ çakmak mahallesi̇nde 2+1 merkezi̇ konumda masrafsiz,Esenler,Fevzi Çakmak Mh.,5250.0,100.0,90.0,2+1,21-25 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,,Emlak Ofisinden,Avrupa
3489,findikzade çukurbostanda full yapili 2+1 yüksek gi̇ri̇ş 11.500 tl,Fatih,Seyyid Ömer Mh.,11500.0,98.0,95.0,2+1,31 ve üzeri,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3490,sahibinden 2+1 ara kat,Esenler,Birlik Mah.,3000.0,90.0,70.0,2+1,26-30 arası,3,5,Doğalgaz Sobası,1,Var,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3491,sahi̇bi̇nden kombi̇li̇,Bakırköy,Osmaniye Mah.,5250.0,95.0,85.0,2+1,26-30 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,50.0,Sahibinden,Avrupa
3492,miyansera evlerinde 4+1,Bayrampaşa,Altıntepsi Mh.,15000.0,176.0,149.0,4+1,5-10 arası,1,4,Kat Kaloriferi,2,Var,Hayır,Boş,Hayır,1.6,Sahibinden,Avrupa
3493,şi̇şli̇ esentepede ki̇ralik stüdyo dai̇re (gayrettepe metroya 10dk.),Şişli,Esentepe Mah.,12000.0,60.0,60.0,Stüdyo (1+0),4,Yüksek Giriş,4,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,1.1,Emlak Ofisinden,Avrupa
3494,2+1 ameri̇kan mutfakli bahçe kati,Bahçelievler,Zafer Mah.,1500.0,80.0,70.0,2+1,11-15 arası,Giriş Altı Kot 2,4,Yok,1,Yok,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3495,pazar yani yaşam vadi̇si̇ metrobüse yakin tadi̇latli ara kat 3+1,Beylikdüzü,Adnan Kahveci Mah.,10000.0,185.0,160.0,3+1,11-15 arası,4,16,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3496,ki̇ralik dai̇re bekâr a uygun 1+0,Fatih,Ayvansaray Mah.,2750.0,40.0,30.0,Stüdyo (1+0),4,2,3,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,,Sahibinden,Avrupa
3497,vadi̇stanbul teras' ta eşyalı kiralık 1+1 daire - güncel,Sarıyer,Ayazağa Mh.,17000.0,84.0,58.0,1+1,5-10 arası,16,19,Merkezi (Pay Ölçer),1,Var,Evet,Boş,Evet,,Emlak Ofisinden,Avrupa
3498,fener de panoramik haliç manzaralı (açıklamayı okuyalım lütfen),Fatih,Balat Mah.,5000.0,75.0,65.0,1+1,31 ve üzeri,3,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3499,by emlak'tan beledi̇ye arkasi metroya yakin konum eşyali dai̇re,Bayrampaşa,Yenidoğan Mh.,4500.0,55.0,50.0,1+1,21-25 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Kiracılı,Hayır,,Emlak Ofisinden,Avrupa
3500,"rent for 6 months, 6 aylık kiaralama",Beyoğlu,Sururi Mehmet Efendi Mah.,12500.0,105.0,90.0,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,,Kiracılı,Hayır,,Sahibinden,Avrupa
3501,arnavutköy 3+1 vadipark'ın yanında,Arnavutköy,Mustafa Kemal Paşa Mh.,4250.0,90.0,85.0,3+1,4,Yüksek Giriş,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3502,tutar emlaktan memura yeni̇ evli̇ çi̇fte 1 kat ki̇ralik dai̇re,Bahçelievler,Zafer Mah.,4750.0,80.0,70.0,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,60.0,Emlak Ofisinden,Avrupa
3503,buti̇k si̇tede 7.katta güney doğu cepheli̇ full eşyali gerçek 1+1,Eyüpsultan,Çırçır Mh.,7500.0,65.0,55.0,1+1,5-10 arası,7,12,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Evet,400.0,Emlak Ofisinden,Avrupa
3504,meci̇di̇ye köyde ki̇ralik 1+1.70m2 dai̇re,Şişli,Gülbahar Mh.,5250.0,75.0,70.0,1+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3505,"beşi̇ktaş ihlamurdere caddesi̇ üzeri̇nde, köşe konumda 2+1, 1.kat.",Beşiktaş,Türkali Mh.,11000.0,90.0,80.0,2+1,31 ve üzeri,1,1,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,100.0,Emlak Ofisinden,Avrupa
3506,ogrenci evimizin bir odasina bayan arkadaş ariyoruz,Fatih,Seyyid Ömer Mh.,2300.0,160.0,140.0,3+1,21-25 arası,5,6,Doğalgaz (Kombi),2,Var,Evet,Kiracılı,Hayır,40.0,Sahibinden,Avrupa
3507,boran dan eşyalı kiralık daire,Esenler,Davutpaşa Mh.,5400.0,60.0,50.0,1+1,16-20 arası,Yüksek Giriş,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,30.0,Sahibinden,Avrupa
3508,çnr gayri̇menkul'den 3+1 110 m² marmaray'a 8 daki̇ka mesafede,Küçükçekmece,Cumhuriyet Mah.,4000.0,120.0,110.0,3+1,26-30 arası,1,3,Doğalgaz (Kombi),2,Var,,Boş,Hayır,,Emlak Ofisinden,Avrupa
3509,bakirköy zuhuratbabada eşyali ki̇ralik dai̇re.....2+1 düz gi̇ri̇ş,Bakırköy,Zuhuratbaba Mah.,7500.0,70.0,60.0,2+1,31 ve üzeri,Giriş Katı,5,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3510,batişehi̇r de ki̇ralik 1+1 büyük terasli yüksek kat dai̇re !!,Bağcılar,Göztepe Mh.,7500.0,90.0,68.0,1+1,5-10 arası,17,24,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,550.0,Emlak Ofisinden,Avrupa
3511,çi̇ğdem emlaktan telsi̇z mah. deprem sonrasi dubleks 5+1 ki̇ralik,Zeytinburnu,Telsiz Mah.,9500.0,200.0,185.0,5+1,11-15 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3512,murat emlaktan yildirim beyazit cd.üzeri̇ 3+1 130 m2 ki̇ralik,Bahçelievler,Zafer Mah.,5500.0,140.0,130.0,3+1,26-30 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3513,yorum i̇stanbul evleri̇ ki̇ralik 3+1 arakat dubleks dai̇re,Bayrampaşa,Kocatepe Mah.,15000.0,145.0,130.0,3+1,5-10 arası,3,14,Merkezi (Pay Ölçer),2,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3514,güzeltepe mah ki̇ralik dai̇re net emlak tan,Eyüpsultan,Güzeltepe Mh.,5000.0,110.0,100.0,3+1,11-15 arası,Giriş Altı Kot 1,6,Doğalgaz (Kombi),1,Yok,Hayır,Kiracılı,Hayır,50.0,Emlak Ofisinden,Avrupa
3515,davutpaşa mah kiralik esyali 1+1 balkonlu yuksek giriş,Esenler,Davutpaşa Mh.,5250.0,77.0,65.0,1+1,11-15 arası,Yüksek Giriş,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3516,i̇ni̇stanbul yetki̇li̇ emlak ofi̇si̇nden terasli ki̇ralik 2+1 dai̇re,Zeytinburnu,Maltepe Mah.,10000.0,87.0,54.0,2+1,3,13,17,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3517,persa'dan basinköy'de deprem sonu bi̇na 3+1 120m2 lüks düz gi̇ri̇ş,Bakırköy,Basınköy Mh.,15000.0,120.0,110.0,3+1,11-15 arası,Giriş Katı,4,Doğalgaz (Kombi),2,Yok,Hayır,Kiracılı,Hayır,,Emlak Ofisinden,Avrupa
3518,fırsat eşyalı daire!! silivri yazlık bölge de kiralık 2+1,Silivri,Mimar Sinan Mh.,3000.0,115.0,100.0,2+1,5-10 arası,1,2,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3519,temiz klimalı 2+1 daire,Bahçelievler,Fevzi Çakmak Mh.,4200.0,90.0,85.0,2+1,16-20 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,88.0,Sahibinden,Avrupa
3520,merkeze 2 dakika 2+1 kiralık daire,Avcılar,Merkez Mah.,4500.0,80.0,75.0,2+1,26-30 arası,Yüksek Giriş,4,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,30.0,Emlak Ofisinden,Avrupa
3521,demi̇r emlak'tan yavuzseli̇mde ki̇ralik dai̇re,Esenler,Yavuz Selim Mah.,4500.0,100.0,90.0,2+1,26-30 arası,1,5,Soba,1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3522,ataköy 8.kisim marti sitesi 2+1 tadilatli kiralik boş daire,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,12500.0,105.0,85.0,2+1,21-25 arası,2,4,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,750.0,Emlak Ofisinden,Avrupa
3523,avcilar cihangir kiralık 2+1.eşyalı daire,Avcılar,Cihangir Mah.,7000.0,95.0,90.0,2+1,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3524,sahibinden çınar mahallesinde 3+1,Bağcılar,Çınar Mh.,6250.0,105.0,100.0,3+1,31 ve üzeri,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3525,sahibinden kiralık - silivri kiptas 3,Silivri,Mimar Sinan Mh.,2500.0,96.0,75.0,2+1,1,2,7,Merkezi,1,Var,Hayır,Boş,Evet,288.0,Sahibinden,Avrupa
3526,esenyurtta süleymaniye mahallesinde kiralık 2+1 90m2 daire,Esenyurt,Süleymaniye Mh.,3000.0,95.0,90.0,2+1,5-10 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3527,1+1 sıfır daire /açıklama okuyabilirsiniz aramaktan önce,Bağcılar,Mahmutbey Mah.,8300.0,60.0,55.0,1+1,0,22,30 ve üzeri,Yerden Isıtma,1,Yok,Evet,Boş,Evet,718.0,Emlak Ofisinden,Avrupa
3528,"opsi̇yon""dan شقة مفروشة للاجار 1+1 مول فنسيا",Gaziosmanpaşa,Karadeniz Mah.,9000.0,74.0,61.0,1+1,4,13,24,Merkezi (Pay Ölçer),1,Var,Evet,Boş,Evet,,Emlak Ofisinden,Avrupa
3529,dünya gayri̇menkulden ki̇ralik kismi̇ eşyali 1+1 dai̇re,Fatih,Akşemsettin Mh.,6500.0,80.0,60.0,1+1,31 ve üzeri,5,5,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,30.0,Emlak Ofisinden,Avrupa
3530,arnavutköy sali pazarinda ki̇ralik bahçe kati 2+1 dai̇re,Arnavutköy,Anadolu Mah.,3250.0,85.0,75.0,2+1,4,Bahçe Katı,6,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3531,sariyer yeni̇mahalede geni̇ş deni̇z manzarali 1+1..75 m2 dai̇re,Sarıyer,Yeni Mah.,7800.0,85.0,80.0,1+1,16-20 arası,2,2,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3532,cantürk'ten gültepede metrobüse 2 dk mesafede eşyali ki̇ralik,Küçükçekmece,Gültepe Mh.,10000.0,130.0,120.0,3+1,31 ve üzeri,1,7,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3533,yeni̇bosna zafer'de full tadi̇latli 2+1 ki̇ralik dai̇re (eşyasiz),Bahçelievler,Zafer Mah.,5000.0,95.0,85.0,2+1,26-30 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3534,kayaşehi̇r 6.bölgede 2+1 75 m2 eşyali ki̇ralik çok güzel manzarali,Başakşehir,Kayabaşı Mh.,8500.0,75.0,70.0,2+1,5-10 arası,12,13,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,,Emlak Ofisinden,Avrupa
3535,merter sokak-teksti̇l merkezi̇nde ki̇ralik depoya uygun 2.kat dai̇re,Güngören,Merkez Mah.,6000.0,115.0,90.0,2+1,21-25 arası,2,5,Doğalgaz Sobası,1,Var,Hayır,Boş,Hayır,30.0,Sahibinden,Avrupa
3536,sahibinden kiralık daire,Silivri,Selimpaşa Mh.,4250.0,110.0,100.0,3+1,5-10 arası,2,3,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,100.0,Sahibinden,Avrupa
3537,bahçeşehi̇r manolya evleri̇ manzarali 1+1 5000 tl,Başakşehir,Bahçeşehir 2. Kısım Mh.,5000.0,68.0,58.0,1+1,11-15 arası,11,12,Merkezi (Pay Ölçer),1,Yok,Hayır,Kiracılı,Evet,650.0,Emlak Ofisinden,Avrupa
3538,merter e5 paralel depo ofi̇s konut kullanimina uygun ki̇ralik 2+1,Güngören,Abdurrahman Nafiz Gürman Mh.,7000.0,100.0,95.0,2+1,31 ve üzeri,1,7,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,100.0,Emlak Ofisinden,Avrupa
3539,bahçeli̇evler'de sifir arakat 3+1 güney cephe dai̇re,Bahçelievler,Siyavuşpaşa Mh.,7750.0,120.0,110.0,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,50.0,Emlak Ofisinden,Avrupa
3540,elçi̇ gayri̇menkul den ki̇ralik eşyali dai̇re,Bağcılar,15 Temmuz Mh.,6000.0,90.0,85.0,2+1,11-15 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Mülk Sahibi,Hayır,50.0,Emlak Ofisinden,Avrupa
3541,özyurtlar n towers si̇tesi̇ & eşyali 1+1 84 m2 & 4000 tl!!!,Beylikdüzü,Beylikdüzü OSB,4000.0,84.0,72.0,1+1,5-10 arası,28,30 ve üzeri,Merkezi (Pay Ölçer),1,Yok,Evet,Boş,Evet,450.0,Emlak Ofisinden,Avrupa
3542,demi̇r gayri̇menkul'den kiralık full eşyalı daire 3+1 önü açık,Arnavutköy,Hastane Mah.,4000.0,145.0,130.0,3+1,5-10 arası,5,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3543,eser group'tan meci̇di̇yeköy'de 2+1 full yeni̇ eşyali 2+1 75 m2,Şişli,Mecidiyeköy Mh.,7500.0,80.0,75.0,2+1,11-15 arası,1,7,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,60.0,Emlak Ofisinden,Avrupa
3544,sahibinden full eşyalı kiralik 1+1 daire,Esenyurt,Akevler Mh.,4250.0,85.0,85.0,1+1,5-10 arası,19,30 ve üzeri,Doğalgaz (Kombi),1,Var,Evet,Boş,Evet,,Sahibinden,Avrupa
3545,ghouse dan kiralık yayla meydan da 3+1 ara kat full tadilatlı,Bahçelievler,Siyavuşpaşa Mh.,5700.0,150.0,135.0,3+1,31 ve üzeri,5,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3546,arnavutköy yeni yaşam konakları site i̇çinde kiralık 4+1 dublex,Arnavutköy,İslambey Mh.,6000.0,175.0,165.0,4+1,5-10 arası,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,555.0,İnşaat Firmasından,Avrupa
3547,aykutoğlu koru life,Eyüpsultan,Göktürk Merkez Mh.,14000.0,122.0,85.0,2+1,4,2,5,Merkezi (Pay Ölçer),2,Var,Hayır,Boş,Hayır,,Sahibinden,Avrupa
3548,3+1 esenler meydanda metroya yakin dai̇re,Esenler,Menderes Mah.,6000.0,145.0,136.0,3+1,21-25 arası,7,7,Doğalgaz Sobası,1,Var,Hayır,Mülk Sahibi,Hayır,,Sahibinden,Avrupa
3549,avcilar ci̇hangi̇r'de ki̇ralik 2+1 eşyali deni̇z manzarali dai̇re,Avcılar,Cihangir Mah.,4700.0,100.0,90.0,2+1,26-30 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,40.0,Emlak Ofisinden,Avrupa
3550,2+1 flat for rent شقة مفروشة 1+2 للإيجار السنوي - منطقة كاهيتان,Kağıthane,Çağlayan Mh.,5000.0,85.0,80.0,2+1,0,Giriş Altı Kot 1,3,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,70.0,Emlak Ofisinden,Avrupa
3551,güngörende merkez mahallesi̇nde 3+1 ki̇ralik dai̇re,Güngören,Merkez Mah.,5500.0,140.0,125.0,3+1,26-30 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3552,1+0 sıfır yapılı esyalı faturalar dahıl merkezı konum da,Zeytinburnu,Veliefendi Mah.,4000.0,25.0,20.0,Stüdyo (1+0),26-30 arası,3,5,Doğalgaz (Kombi),1,Yok,Evet,Boş,Hayır,,Emlak Ofisinden,Avrupa
3553,bayan ev arkadaşi aciklama kismini okuyun,Avcılar,Merkez Mah.,1000.0,140.0,120.0,2+1,0,2,6,Merkezi,1,Var,Evet,Mülk Sahibi,Hayır,,Sahibinden,Avrupa
3554,a.köy merkez mahallesin'de anacaddeye cephe asansörlü 4+2dublex,Arnavutköy,Arnavutköy Merkez Mh.,7500.0,240.0,220.0,4+2,11-15 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,80.0,Emlak Ofisinden,Avrupa
3555,myoffi̇ce 212 de 82 m2 1+1 ful eşyali ki̇ralik dai̇re,Bağcılar,Mahmutbey Mah.,15500.0,82.0,65.0,1+1,5-10 arası,10,29,Merkezi (Pay Ölçer),1,Yok,Evet,Boş,Evet,,Emlak Ofisinden,Avrupa
3556,haznedar'da 5. katta 100 m2 2+1 ki̇ralik eşyali dai̇re,Güngören,Haznedar Mah.,6000.0,100.0,90.0,2+1,31 ve üzeri,5,5,Doğalgaz (Kombi),1,Var,Evet,Boş,Hayır,30.0,Emlak Ofisinden,Avrupa
3557,bakimli..3 oda 1 salon..,Güngören,Mareşal Çakmak Mh.,5500.0,120.0,110.0,3+1,21-25 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3558,bahar sitesinde 1+1 yeni tadilatlı full eşyalı daire,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,10000.0,55.0,55.0,1+1,21-25 arası,5,5,Merkezi,1,Var,Evet,Boş,Evet,700.0,Sahibinden,Avrupa
3559,şeref emlak gazi̇osmanpaşa merkez ki̇ralik dubleks dai̇re 8.750 tl,Gaziosmanpaşa,Merkez Mah.,8750.0,200.0,195.0,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,,Emlak Ofisinden,Avrupa
3560,as maslak 6-12 ay ki̇ralamaya uygun eşyali 1+1,Sarıyer,Maslak Mah.,16990.0,52.0,45.0,1+1,5-10 arası,9,30 ve üzeri,Merkezi (Pay Ölçer),1,Var,Evet,Boş,Evet,1.665,Emlak Ofisinden,Avrupa
3561,engi̇n emlaktan merterde si̇mi̇taşlarda ki̇ralik teras dai̇re,Güngören,Abdurrahman Nafiz Gürman Mh.,8000.0,135.0,95.0,2+1,31 ve üzeri,5,5,Merkezi,1,Var,Hayır,Boş,Hayır,200.0,Emlak Ofisinden,Avrupa
3562,3+2 dublex ferah,Beyoğlu,Örnektepe Mh.,9000.0,200.0,180.0,3+2,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,40.0,Sahibinden,Avrupa
3563,göl panoramada 2+1 eşyali peyzaj manzarali ki̇ralik dai̇re,Avcılar,Yeşilkent Mh.,9000.0,105.0,85.0,2+1,4,7,26,Merkezi (Pay Ölçer),2,Var,Evet,Boş,Evet,,Emlak Ofisinden,Avrupa
3564,bakırköy gençler caddesinde marmaray'a çok yakın lüks daire.,Bakırköy,Zuhuratbaba Mah.,14250.0,115.0,105.0,3+1,4,5,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,200.0,Emlak Ofisinden,Avrupa
