,ilce,fiyat,m2_brut,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo_sayisi,balkon,esyali,site_icerisinde,kimden,yaka,oda,salon,merkeze_yakin,aidat_aralik,luks_mu
1230,Kadıköy,19500.0,135.0,0-5 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1231,Beykoz,15000.0,200.0,21-25 arası,6,6,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,150 - 300,Hayır
1232,Maltepe,5250.0,65.0,0-5 arası,1,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1233,Kartal,5000.0,110.0,16-20 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1234,Ümraniye,6500.0,90.0,0-5 arası,2,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1235,Kartal,6000.0,90.0,0-5 arası,5,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1236,Sultanbeyli,4350.0,130.0,0-5 arası,6,6,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1237,Kadıköy,14500.0,95.0,31 ve üzeri,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1238,Ataşehir,7000.0,125.0,21-25 arası,1,2,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1239,Sultanbeyli,3750.0,50.0,5-10 arası,4,7,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1240,Tuzla,4650.0,55.0,31 ve üzeri,2,2,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1241,Ümraniye,10500.0,120.0,16-20 arası,5,9,Doğalgaz (Kombi),2,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1242,Şile,7000.0,75.0,0-5 arası,1,1,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
1243,Sultanbeyli,4250.0,58.0,0-5 arası,4,8,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1244,Ümraniye,6000.0,100.0,5-10 arası,9,9,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
1245,Üsküdar,13000.0,160.0,21-25 arası,0,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,150 - 300,Hayır
1246,Kadıköy,9750.0,79.0,0-5 arası,4,24,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1247,Sultanbeyli,5150.0,93.0,0-5 arası,7,8,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1248,Çekmeköy,6500.0,108.0,0-5 arası,2,9,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
1249,Pendik,4000.0,95.0,5-10 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1250,Beykoz,11000.0,150.0,5-10 arası,1,5,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1251,Maltepe,3750.0,85.0,5-10 arası,0,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1252,Kadıköy,15000.0,155.0,26-30 arası,1,11,Merkezi,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
1253,Sancaktepe,3000.0,110.0,16-20 arası,0,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1254,Üsküdar,9750.0,55.0,0-5 arası,4,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Evet,0 - 150,Hayır
1255,Çekmeköy,5500.0,70.0,5-10 arası,8,10,Yerden Isıtma,1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1256,Ataşehir,16000.0,135.0,16-20 arası,4,10,Merkezi,1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
1257,Kartal,7000.0,130.0,0-5 arası,5,7,Doğalgaz (Kombi),2,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Evet
1258,Ümraniye,8250.0,165.0,11-15 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,2.0,Hayır,0 - 150,Hayır
1259,Ümraniye,7500.0,65.0,0-5 arası,20,31,Yerden Isıtma,1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1260,Kartal,15900.0,195.0,0-5 arası,0,7,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,750 - 1000,Hayır
1261,Kartal,4500.0,110.0,16-20 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1262,Şile,10000.0,100.0,26-30 arası,0,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1263,Üsküdar,5000.0,70.0,5-10 arası,0,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1264,Kadıköy,16000.0,75.0,0-5 arası,1,14,Merkezi (Pay Ölçer),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1265,Maltepe,8000.0,75.0,5-10 arası,0,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1266,Çekmeköy,6500.0,110.0,5-10 arası,9,9,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Anadolu,2.0,1.0,Hayır,750 - 1000,Hayır
1267,Kadıköy,17500.0,107.0,0-5 arası,2,9,Merkezi (Pay Ölçer),2,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Evet
1268,Çekmeköy,7750.0,114.0,0-5 arası,7,9,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1269,Kartal,6500.0,115.0,21-25 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1270,Sultanbeyli,4700.0,130.0,0-5 arası,3,6,Doğalgaz Sobası,2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1271,Kadıköy,12000.0,85.0,0-5 arası,1,7,Merkezi (Pay Ölçer),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1272,Şile,16000.0,100.0,16-20 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
1273,Pendik,6000.0,95.0,21-25 arası,6,9,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1274,Tuzla,6250.0,78.0,5-10 arası,1,13,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Sahibinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
1275,Pendik,5000.0,120.0,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Evet,0 - 150,Hayır
1276,Kartal,6500.0,70.0,11-15 arası,1,19,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Evet
1277,Sultanbeyli,4100.0,85.0,0-5 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1278,Beykoz,8900.0,240.0,11-15 arası,3,4,Doğalgaz (Kombi),3,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,0 - 150,Hayır
1279,Sancaktepe,5750.0,84.0,0-5 arası,6,11,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
1280,Kartal,5000.0,150.0,21-25 arası,1,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1281,Sultanbeyli,4000.0,130.0,16-20 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1282,Pendik,3250.0,140.0,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.5,1.0,Hayır,0 - 150,Hayır
1283,Sancaktepe,2500.0,80.0,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1284,Kartal,9500.0,160.0,11-15 arası,3,9,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Evet,0 - 150,Hayır
1285,Maltepe,7000.0,85.0,5-10 arası,13,19,VRV,1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1286,Sultanbeyli,3000.0,100.0,11-15 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1287,Üsküdar,6500.0,85.0,31 ve üzeri,5,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,150 - 300,Hayır
1288,Pendik,3500.0,90.0,21-25 arası,0,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1289,Ataşehir,7000.0,135.0,21-25 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Sahibinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1290,Pendik,3650.0,75.0,11-15 arası,2,10,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1291,Ümraniye,7500.0,130.0,5-10 arası,4,10,Merkezi (Pay Ölçer),2,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1292,Kartal,5000.0,100.0,31 ve üzeri,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1293,Kadıköy,15000.0,130.0,16-20 arası,3,5,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1294,Sultanbeyli,5200.0,90.0,0-5 arası,1,8,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1295,Çekmeköy,5000.0,65.0,0-5 arası,1,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1296,Tuzla,6000.0,130.0,0-5 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,İnşaat Firmasından,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1297,Pendik,6500.0,110.0,0-5 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,Evet,Sahibinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1298,Pendik,5000.0,185.0,21-25 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1299,Sultanbeyli,4250.0,72.0,0-5 arası,2,8,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1300,Adalar,11000.0,90.0,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1301,Kartal,6000.0,71.0,5-10 arası,12,16,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1302,Adalar,13000.0,125.0,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1303,Kartal,8500.0,200.0,5-10 arası,4,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.5,1.0,Hayır,0 - 150,Hayır
1304,Adalar,7000.0,70.0,31 ve üzeri,0,2,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1305,Maltepe,2000.0,85.0,16-20 arası,1,4,Soba,1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1306,Tuzla,3500.0,165.0,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,2.0,Hayır,0 - 150,Hayır
1307,Sancaktepe,17000.0,209.0,11-15 arası,1,2,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Evet
1308,Ümraniye,4500.0,60.0,5-10 arası,0,10,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1309,Ataşehir,7500.0,90.0,21-25 arası,17,20,Merkezi,1,Var,Hayır,Evet,Sahibinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1310,Üsküdar,19750.0,135.0,0-5 arası,3,3,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.5,1.0,Hayır,0 - 150,Hayır
1311,Beykoz,17500.0,75.0,0-5 arası,1,6,Doğalgaz (Kombi),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1312,Kartal,8000.0,95.0,0-5 arası,9,31,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1313,Üsküdar,20000.0,75.0,0-5 arası,31,31,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Evet
1314,Çekmeköy,5350.0,70.0,0-5 arası,8,8,Doğalgaz (Kombi),1,Var,Evet,Evet,Sahibinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
1315,Kadıköy,9000.0,160.0,21-25 arası,4,8,Merkezi,2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1316,Kartal,10500.0,212.0,0-5 arası,12,29,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1317,Tuzla,4250.0,55.0,5-10 arası,4,9,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,300 - 500,Hayır
1318,Ümraniye,6250.0,90.0,11-15 arası,1,3,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1319,Ümraniye,8300.0,140.0,5-10 arası,1,12,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
1320,Maltepe,6000.0,45.0,5-10 arası,2,3,Merkezi (Pay Ölçer),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,150 - 300,Hayır
1321,Ataşehir,12000.0,129.0,5-10 arası,3,29,Doğalgaz (Kombi),2,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1322,Ümraniye,6100.0,53.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
1323,Pendik,7000.0,110.0,21-25 arası,3,4,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1324,Beykoz,14000.0,250.0,11-15 arası,5,6,Doğalgaz (Kombi),2,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,500 - 750,Hayır
1325,Maltepe,8750.0,105.0,11-15 arası,16,20,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1326,Maltepe,6200.0,135.0,26-30 arası,1,14,Merkezi,1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
1327,Üsküdar,6250.0,80.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1328,Ataşehir,4000.0,80.0,5-10 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1329,Şile,4000.0,95.0,21-25 arası,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
1330,Ümraniye,15000.0,136.0,0-5 arası,29,31,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1331,Pendik,6500.0,112.0,0-5 arası,4,9,Doğalgaz (Kombi),2,Var,Hayır,Evet,İnşaat Firmasından,Anadolu,2.0,1.0,Hayır,750 - 1000,Hayır
1332,Çekmeköy,4250.0,65.0,0-5 arası,1,6,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1333,Kadıköy,10000.0,138.0,31 ve üzeri,10,10,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
1334,Tuzla,3500.0,85.0,11-15 arası,3,10,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
1335,Sultanbeyli,10000.0,160.0,5-10 arası,2,4,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1336,Kartal,15000.0,65.0,0-5 arası,23,31,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1337,Pendik,7750.0,61.0,0-5 arası,2,9,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1338,Sultanbeyli,9750.0,172.0,5-10 arası,5,8,Merkezi,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Evet
1339,Maltepe,7500.0,105.0,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1340,Tuzla,4750.0,60.0,11-15 arası,8,17,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Evet
1341,Sancaktepe,4150.0,65.0,0-5 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1342,Pendik,5250.0,88.0,5-10 arası,3,9,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1343,Kartal,5500.0,115.0,26-30 arası,4,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1344,Sultanbeyli,1250.0,130.0,16-20 arası,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1345,Sancaktepe,5750.0,71.0,5-10 arası,4,4,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
1346,Ümraniye,4500.0,60.0,5-10 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1347,Beykoz,6500.0,140.0,11-15 arası,0,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
1348,Pendik,5100.0,67.0,11-15 arası,1,7,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,750 - 1000,Hayır
1349,Maltepe,7000.0,125.0,31 ve üzeri,2,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1350,Sancaktepe,8000.0,82.0,5-10 arası,0,11,Yerden Isıtma,1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Evet
1351,Tuzla,3300.0,55.0,5-10 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,300 - 500,Hayır
1352,Sancaktepe,6250.0,150.0,0-5 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1353,Beykoz,7500.0,135.0,16-20 arası,1,1,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1354,Ümraniye,6100.0,75.0,0-5 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1355,Üsküdar,4250.0,60.0,31 ve üzeri,1,1,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
1356,Pendik,4000.0,95.0,21-25 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
1357,Pendik,5000.0,70.0,11-15 arası,3,4,Doğalgaz (Kombi),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
1358,Tuzla,7500.0,135.0,11-15 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
1359,Kadıköy,17000.0,165.0,0-5 arası,14,14,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,750 - 1000,Hayır
1360,Şile,6500.0,75.0,0-5 arası,0,2,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Sahibinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
1361,Beykoz,10000.0,150.0,16-20 arası,0,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1362,Pendik,4000.0,50.0,0-5 arası,7,10,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,500 - 750,Hayır
1363,Ataşehir,7000.0,125.0,5-10 arası,1,3,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1364,Ümraniye,3500.0,60.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Evet,0 - 150,Hayır
1365,Sancaktepe,7500.0,116.0,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,750 - 1000,Hayır
1366,Tuzla,5000.0,100.0,5-10 arası,3,5,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
1367,Ataşehir,7500.0,65.0,5-10 arası,1,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Evet,0 - 150,Hayır
1368,Üsküdar,10000.0,120.0,31 ve üzeri,3,5,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
1369,Sancaktepe,10000.0,165.0,0-5 arası,3,6,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
1370,Çekmeköy,8000.0,75.0,5-10 arası,2,6,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
1371,Maltepe,6500.0,90.0,5-10 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Evet
